Basin,month,STAT,VALUE
Cuvelai Basin,2012mar,average,91.32789459510
Zambezi Basin,2012may,average,5.24667204432
Limpopo Basin,2012may,average,4.57987892342
Okavango Basin,2012may,average,2.23036314694
Cuvelai Basin,2012may,average,1.57125664042
Zambezi Basin,2012nov,average,84.84390051960
Limpopo Basin,2012nov,average,58.81425129110
Okavango Basin,2012nov,average,60.54237535000
Cuvelai Basin,2012nov,average,49.16697443640
Zambezi Basin,2012oct,average,30.58780878240
Limpopo Basin,2012oct,average,60.42498369110
Okavango Basin,2012oct,average,30.33645334930
Cuvelai Basin,2012oct,average,11.55826786810
Zambezi Basin,2012sep,average,4.95810386696
Limpopo Basin,2012sep,average,16.95687748350
Okavango Basin,2012sep,average,4.37948678953
Cuvelai Basin,2012sep,average,1.49420244235
Zambezi Basin,2013apr,average,39.09276999840
Limpopo Basin,2013apr,average,32.53045861810
Okavango Basin,2013apr,average,13.56680384220
Cuvelai Basin,2013apr,average,8.76789428531
Zambezi Basin,2013aug,average,1.75868073921
Limpopo Basin,2013aug,average,4.85352901904
Okavango Basin,2013aug,average,0.59996695343
Cuvelai Basin,2013aug,average,0.20393635840
Zambezi Basin,2013dec,average,227.05456944800
Limpopo Basin,2013dec,average,116.42790148900
Okavango Basin,2013dec,average,134.90135603600
Cuvelai Basin,2013dec,average,114.60319171000
Zambezi Basin,2013feb,average,166.89616339500
Limpopo Basin,2013feb,average,35.18425992230
Okavango Basin,2013feb,average,54.36316257530
Cuvelai Basin,2013feb,average,35.81660142540
Zambezi Basin,2013jan,average,238.50780377000
Limpopo Basin,2013jan,average,180.29364223900
Okavango Basin,2013jan,average,92.25407498550
Cuvelai Basin,2013jan,average,50.59933210920
Zambezi Basin,2013jul,average,1.82023632099
Limpopo Basin,2013jul,average,4.34615591907
Okavango Basin,2013jul,average,0.36649978687
Cuvelai Basin,2013jul,average,0.03654737913
Zambezi Basin,2013jun,average,1.77938328404
Limpopo Basin,2013jun,average,5.52068960936
Okavango Basin,2013jun,average,1.04168575741
Cuvelai Basin,2013jun,average,0.33597587458
Zambezi Basin,2013mar,average,94.83658106520
Limpopo Basin,2013mar,average,44.63389668680
Okavango Basin,2013mar,average,46.67199188860
Cuvelai Basin,2013mar,average,58.05493558000
Zambezi Basin,2013may,average,7.32499418840
Limpopo Basin,2013may,average,6.21276151891
Okavango Basin,2013may,average,2.67926593983
Cuvelai Basin,2013may,average,2.19673170185
Zambezi Basin,2013nov,average,82.23155318650
Limpopo Basin,2013nov,average,67.11507308900
Okavango Basin,2013nov,average,42.15983935160
Cuvelai Basin,2013nov,average,37.82730065620
Zambezi Basin,2013oct,average,28.19017574710
Limpopo Basin,2013oct,average,36.74338575020
Okavango Basin,2013oct,average,16.29896556340
Cuvelai Basin,2013oct,average,8.17835902680
Zambezi Basin,2013sep,average,6.14952993900
Limpopo Basin,2013sep,average,8.66743403825
Okavango Basin,2013sep,average,4.35349839838
Cuvelai Basin,2013sep,average,2.41817554594
Zambezi Basin,2014apr,average,62.94128065610
Limpopo Basin,2014apr,average,24.55775946030
Okavango Basin,2014apr,average,32.05534355070
Cuvelai Basin,2014apr,average,27.87909315730
Zambezi Basin,2014aug,average,1.45872825279
Limpopo Basin,2014aug,average,4.36716890547
Okavango Basin,2014aug,average,0.60247514408
Cuvelai Basin,2014aug,average,0.20502823251
Zambezi Basin,2014dec,average,183.70507126200
Limpopo Basin,2014dec,average,138.56584918900
Okavango Basin,2014dec,average,98.35800513510
Cuvelai Basin,2014dec,average,90.12819168850
Zambezi Basin,2014feb,average,177.10619668400
Limpopo Basin,2014feb,average,65.32633401150
Okavango Basin,2014feb,average,130.22567517500
Cuvelai Basin,2014feb,average,89.76756178710
Zambezi Basin,2014jan,average,232.64330809200
Limpopo Basin,2014jan,average,114.28192620700
Okavango Basin,2014jan,average,111.55924393600
Cuvelai Basin,2014jan,average,73.87184785230
Zambezi Basin,2014jul,average,1.81254087162
Limpopo Basin,2014jul,average,4.57322845575
Okavango Basin,2014jul,average,0.35683557525
Cuvelai Basin,2014jul,average,0.03665893820
Zambezi Basin,2014jun,average,1.88181522017
Limpopo Basin,2014jun,average,5.78590652321
Okavango Basin,2014jun,average,0.97942632137
Cuvelai Basin,2014jun,average,0.30352670376
Zambezi Basin,2014mar,average,144.76512536500
Limpopo Basin,2014mar,average,141.19166451300
Okavango Basin,2014mar,average,132.33549585700
Cuvelai Basin,2014mar,average,142.12750812800
Zambezi Basin,2014may,average,5.52762155932
Limpopo Basin,2014may,average,4.82459877720
Okavango Basin,2014may,average,3.12418402950
Cuvelai Basin,2014may,average,1.84109444323
Zambezi Basin,2014nov,average,62.12281319070
Limpopo Basin,2014nov,average,54.14643294730
Okavango Basin,2014nov,average,59.91780289410
Cuvelai Basin,2014nov,average,42.26127994490
Zambezi Basin,2014oct,average,17.76359773830
Limpopo Basin,2014oct,average,18.10593459740
Okavango Basin,2014oct,average,15.04708169920
Cuvelai Basin,2014oct,average,11.18153114560
Zambezi Basin,2014sep,average,3.59023447181
Limpopo Basin,2014sep,average,5.43452434886
Okavango Basin,2014sep,average,3.71432909039
Cuvelai Basin,2014sep,average,2.01844365332
Zambezi Basin,2015apr,average,89.29707206320
Limpopo Basin,2015apr,average,26.37394620200
Okavango Basin,2015apr,average,38.26406393120
Cuvelai Basin,2015apr,average,17.32690362130
Zambezi Basin,2015aug,average,1.46572063289
Limpopo Basin,2015aug,average,3.77260186479
Okavango Basin,2015aug,average,0.60494284149
Cuvelai Basin,2015aug,average,0.21041508383
Zambezi Basin,2015dec,average,142.44128360700
Limpopo Basin,2015dec,average,51.66620974100
Okavango Basin,2015dec,average,70.04122769270
Cuvelai Basin,2015dec,average,78.22727386830
Zambezi Basin,2015feb,average,131.62771459000
Limpopo Basin,2015feb,average,49.49077326890
Okavango Basin,2015feb,average,45.00529563070
Cuvelai Basin,2015feb,average,26.77886355980
Zambezi Basin,2015jan,average,214.25875570700
Limpopo Basin,2015jan,average,42.41259386270
Okavango Basin,2015jan,average,70.38324172340
Cuvelai Basin,2015jan,average,62.93499193810
Zambezi Basin,2015jul,average,1.77756386541
Limpopo Basin,2015jul,average,4.65872201827
Okavango Basin,2015jul,average,0.37053718017
Cuvelai Basin,2015jul,average,0.03695152022
Zambezi Basin,2015jun,average,1.58757229531
Limpopo Basin,2015jun,average,6.20196710131
Okavango Basin,2015jun,average,1.06156502191
Cuvelai Basin,2015jun,average,0.30863783575
Zambezi Basin,2015mar,average,92.52770651540
Limpopo Basin,2015mar,average,57.07803566560
Okavango Basin,2015mar,average,67.69997601660
Cuvelai Basin,2015mar,average,83.99264096050
Zambezi Basin,2015may,average,5.98413240377
Limpopo Basin,2015may,average,4.61655312638
Okavango Basin,2015may,average,2.32535769814
Cuvelai Basin,2015may,average,1.68652021088
Zambezi Basin,2015nov,average,74.44330242980
Limpopo Basin,2015nov,average,55.82869352300
Okavango Basin,2015nov,average,27.07119464710
Cuvelai Basin,2015nov,average,12.37223006150
Zambezi Basin,2015oct,average,16.33756325500
Limpopo Basin,2015oct,average,16.17464909580
Okavango Basin,2015oct,average,12.01079182870
Cuvelai Basin,2015oct,average,6.09202918647
Zambezi Basin,2015sep,average,5.59093754231
Limpopo Basin,2015sep,average,15.99616552940
Okavango Basin,2015sep,average,4.08105176565
Cuvelai Basin,2015sep,average,1.45445068879
Zambezi Basin,2016apr,average,37.38413687920
Limpopo Basin,2016apr,average,12.47789103550
Okavango Basin,2016apr,average,20.65511441830
Cuvelai Basin,2016apr,average,19.12888282490
Zambezi Basin,2016aug,average,1.55832483536
Limpopo Basin,2016aug,average,3.63755763551
Okavango Basin,2016aug,average,0.57232651958
Cuvelai Basin,2016aug,average,0.20030967114
Zambezi Basin,2016dec,average,188.89645892000
Limpopo Basin,2016dec,average,168.61646003900
Okavango Basin,2016dec,average,113.40940963400
Cuvelai Basin,2016dec,average,91.89899391480
Zambezi Basin,2016feb,average,143.80785113900
Limpopo Basin,2016feb,average,78.53506785940
Okavango Basin,2016feb,average,80.86294103800
Cuvelai Basin,2016feb,average,108.20938022000
Zambezi Basin,2016jan,average,192.76495254100
Limpopo Basin,2016jan,average,71.69590284530
Okavango Basin,2016jan,average,96.42799174940
Cuvelai Basin,2016jan,average,83.91004482040
Zambezi Basin,2016jul,average,1.91844450707
Limpopo Basin,2016jul,average,5.79553828654
Okavango Basin,2016jul,average,0.35003066050
Cuvelai Basin,2016jul,average,0.03639762744
Zambezi Basin,2016jun,average,1.67320218221
Limpopo Basin,2016jun,average,7.97981814871
Okavango Basin,2016jun,average,1.11097198425
Cuvelai Basin,2016jun,average,0.29876744580
Zambezi Basin,2016mar,average,193.85779834300
Limpopo Basin,2016mar,average,107.11440298800
Okavango Basin,2016mar,average,130.18321286400
Cuvelai Basin,2016mar,average,76.60372603880
Zambezi Basin,2016may,average,6.79439868933
Limpopo Basin,2016may,average,11.92451280100
Okavango Basin,2016may,average,2.57452284894
Cuvelai Basin,2016may,average,1.53150498780
Zambezi Basin,2016nov,average,98.66851697960
Limpopo Basin,2016nov,average,78.10049992030
Okavango Basin,2016nov,average,62.39676310400
Cuvelai Basin,2016nov,average,39.81502088430
Zambezi Basin,2016oct,average,16.62411766250
Limpopo Basin,2016oct,average,25.07662388810
Okavango Basin,2016oct,average,13.67775489590
Cuvelai Basin,2016oct,average,7.38353487033
Zambezi Basin,2016sep,average,3.98569736063
Limpopo Basin,2016sep,average,5.78373037018
Okavango Basin,2016sep,average,2.87352170517
Cuvelai Basin,2016sep,average,1.35213543010
Zambezi Basin,2017apr,average,61.13540726460
Limpopo Basin,2017apr,average,44.08660511320
Okavango Basin,2017apr,average,51.37851808230
Cuvelai Basin,2017apr,average,48.07063991730
Zambezi Basin,2017aug,average,1.61164352133
Limpopo Basin,2017aug,average,4.51907102234
Okavango Basin,2017aug,average,0.58536891760
Cuvelai Basin,2017aug,average,0.20200670671
Zambezi Basin,2017dec,average,193.25061280100
Limpopo Basin,2017dec,average,53.06494221980
Okavango Basin,2017dec,average,88.26956591900
Cuvelai Basin,2017dec,average,67.72830878810
Zambezi Basin,2017feb,average,280.75290411900
Limpopo Basin,2017feb,average,160.69810879000
Okavango Basin,2017feb,average,191.26878063200
Cuvelai Basin,2017feb,average,115.70381217000
Zambezi Basin,2017jan,average,262.60801018400
Limpopo Basin,2017jan,average,239.14892475600
Okavango Basin,2017jan,average,192.01583360100
Cuvelai Basin,2017jan,average,88.52972880520
Zambezi Basin,2017jul,average,1.94857445147
Limpopo Basin,2017jul,average,4.51329263481
Okavango Basin,2017jul,average,0.35690005091
Cuvelai Basin,2017jul,average,0.03646955686
Zambezi Basin,2017jun,average,1.77219848598
Limpopo Basin,2017jun,average,5.95957584234
Okavango Basin,2017jun,average,0.92168577145
Cuvelai Basin,2017jun,average,0.30345984829
Zambezi Basin,2017mar,average,139.81114141600
Limpopo Basin,2017mar,average,41.73624210880
Okavango Basin,2017mar,average,59.54860307020
Cuvelai Basin,2017mar,average,95.66924844260
Zambezi Basin,2017may,average,8.35985502835
Limpopo Basin,2017may,average,9.49693249716
Okavango Basin,2017may,average,2.90253054335
Cuvelai Basin,2017may,average,3.07612138343
Zambezi Basin,2017nov,average,110.36562343800
Limpopo Basin,2017nov,average,58.70427733160
Okavango Basin,2017nov,average,42.79145124010
Cuvelai Basin,2017nov,average,30.17156689600
Zambezi Basin,2017oct,average,34.28331527700
Limpopo Basin,2017oct,average,60.49173224710
Okavango Basin,2017oct,average,25.04623029410
Cuvelai Basin,2017oct,average,11.30882949280
Zambezi Basin,2017sep,average,3.60068047461
Limpopo Basin,2017sep,average,7.33696077183
Okavango Basin,2017sep,average,4.63711018039
Cuvelai Basin,2017sep,average,2.02523901727
Zambezi Basin,2018apr,average,64.11321295920
Limpopo Basin,2018apr,average,25.06705049660
Okavango Basin,2018apr,average,48.48146057840
Cuvelai Basin,2018apr,average,100.96183898000
Zambezi Basin,2018aug,average,1.55441777663
Limpopo Basin,2018aug,average,4.39708578675
Okavango Basin,2018aug,average,0.59733797491
Cuvelai Basin,2018aug,average,0.20431103288
Zambezi Basin,2018dec,average,153.35566139300
Limpopo Basin,2018dec,average,92.56758139570
Okavango Basin,2018dec,average,66.21691989780
Cuvelai Basin,2018dec,average,41.78249892000
Zambezi Basin,2018feb,average,280.33765983900
Limpopo Basin,2018feb,average,185.77992074100
Okavango Basin,2018feb,average,111.32300718000
Cuvelai Basin,2018feb,average,39.50510398350
Zambezi Basin,2018jan,average,114.33862186200
Limpopo Basin,2018jan,average,52.07076108930
Okavango Basin,2018jan,average,74.58323985120
Cuvelai Basin,2018jan,average,56.23203325180
Zambezi Basin,2018jul,average,3.03991063009
Limpopo Basin,2018jul,average,6.43217551076
Okavango Basin,2018jul,average,0.38931880548
Cuvelai Basin,2018jul,average,0.03640599427
Zambezi Basin,2018jun,average,1.51041147582
Limpopo Basin,2018jun,average,5.69755016274
Okavango Basin,2018jun,average,0.91447637520
Cuvelai Basin,2018jun,average,0.30334013868
Zambezi Basin,2018mar,average,182.90759285400
Limpopo Basin,2018mar,average,58.26143895980
Okavango Basin,2018mar,average,121.73711023800
Cuvelai Basin,2018mar,average,152.88173329800
Zambezi Basin,2018may,average,9.21347781800
Limpopo Basin,2018may,average,11.29534218940
Okavango Basin,2018may,average,2.81345862636
Cuvelai Basin,2018may,average,1.61153547103
Zambezi Basin,2018nov,average,64.02010118620
Limpopo Basin,2018nov,average,36.67940526170
Okavango Basin,2018nov,average,26.64561184960
Cuvelai Basin,2018nov,average,23.61405192740
Zambezi Basin,2018oct,average,17.96967765910
Limpopo Basin,2018oct,average,17.73434873570
Okavango Basin,2018oct,average,13.42790291780
Cuvelai Basin,2018oct,average,12.40824555840
Zambezi Basin,2018sep,average,4.12083412861
Limpopo Basin,2018sep,average,8.09983328557
Okavango Basin,2018sep,average,4.35508348519
Cuvelai Basin,2018sep,average,1.37879569013
Zambezi Basin,2019apr,average,74.87637868130
Limpopo Basin,2019apr,average,50.37635192570
Okavango Basin,2019apr,average,38.44349213770
Cuvelai Basin,2019apr,average,16.65068698980
Zambezi Basin,2019aug,average,0.93282340874
Limpopo Basin,2019aug,average,2.08288002836
Okavango Basin,2019aug,average,0.00198896648
Cuvelai Basin,2019aug,average,0.00000000000
Zambezi Basin,2019dec,average,112.39958781300
Limpopo Basin,2019dec,average,68.58173780540
Okavango Basin,2019dec,average,77.87085985600
Cuvelai Basin,2019dec,average,83.78719340760
Zambezi Basin,2019feb,average,168.48500812600
Limpopo Basin,2019feb,average,110.97171701500
Okavango Basin,2019feb,average,61.15839461260
Cuvelai Basin,2019feb,average,37.06611478170
Zambezi Basin,2019jan,average,215.18687608900
Limpopo Basin,2019jan,average,89.39206785580
Okavango Basin,2019jan,average,54.99516130410
Cuvelai Basin,2019jan,average,53.53898820470
Zambezi Basin,2019jul,average,1.44164214049
Limpopo Basin,2019jul,average,2.42024492539
Okavango Basin,2019jul,average,0.00000000000
Cuvelai Basin,2019jul,average,0.00000000000
Zambezi Basin,2019jun,average,1.70917186485
Limpopo Basin,2019jun,average,6.72784744119
Okavango Basin,2019jun,average,0.92447319896
Cuvelai Basin,2019jun,average,0.30108556008
Zambezi Basin,2019mar,average,103.01655029200
Limpopo Basin,2019mar,average,23.28731421850
Okavango Basin,2019mar,average,35.24703080550
Cuvelai Basin,2019mar,average,42.72989094520
Zambezi Basin,2019may,average,7.04579879793
Limpopo Basin,2019may,average,4.72235238713
Okavango Basin,2019may,average,2.26298032432
Cuvelai Basin,2019may,average,1.54455464946
Zambezi Basin,2019nov,average,85.47153131830
Limpopo Basin,2019nov,average,78.36407544170
Okavango Basin,2019nov,average,31.82019586980
Cuvelai Basin,2019nov,average,19.42231976660
Zambezi Basin,2019oct,average,22.01847687250
Limpopo Basin,2019oct,average,14.79765368510
Okavango Basin,2019oct,average,11.22653161820
Cuvelai Basin,2019oct,average,7.65779551820
Zambezi Basin,2019sep,average,1.82372671339
Limpopo Basin,2019sep,average,3.83897316319
Okavango Basin,2019sep,average,0.92880551585
Cuvelai Basin,2019sep,average,0.00125420998
Zambezi Basin,1981apr,maximum,327.40728759800
Limpopo Basin,1981apr,maximum,73.12282562260
Okavango Basin,1981apr,maximum,30.96536636350
Cuvelai Basin,1981apr,maximum,30.00699043270
Zambezi Basin,1981aug,maximum,45.60877990720
Limpopo Basin,1981aug,maximum,75.80529022220
Okavango Basin,1981aug,maximum,7.19659185410
Cuvelai Basin,1981aug,maximum,1.30521893501
Zambezi Basin,1981dec,maximum,336.17858886700
Limpopo Basin,1981dec,maximum,242.73016357400
Okavango Basin,1981dec,maximum,195.69953918500
Cuvelai Basin,1981dec,maximum,113.18777465800
Zambezi Basin,1981feb,maximum,806.50769043000
Limpopo Basin,1981feb,maximum,503.18847656300
Okavango Basin,1981feb,maximum,266.76129150400
Cuvelai Basin,1981feb,maximum,176.70983886700
Zambezi Basin,1981jan,maximum,628.06701660200
Limpopo Basin,1981jan,maximum,607.04534912100
Okavango Basin,1981jan,maximum,262.94854736300
Cuvelai Basin,1981jan,maximum,258.01400756800
Zambezi Basin,1981jul,maximum,73.09933471680
Limpopo Basin,1981jul,maximum,26.17782211300
Okavango Basin,1981jul,maximum,2.61146330833
Cuvelai Basin,1981jul,maximum,0.53463709354
Zambezi Basin,1981jun,maximum,66.55781555180
Limpopo Basin,1981jun,maximum,37.73242187500
Okavango Basin,1981jun,maximum,4.73285245895
Cuvelai Basin,1981jun,maximum,1.96319365501
Zambezi Basin,1981mar,maximum,359.18777465800
Limpopo Basin,1981mar,maximum,301.70321655300
Okavango Basin,1981mar,maximum,232.41337585400
Cuvelai Basin,1981mar,maximum,110.62039184600
Zambezi Basin,1981may,maximum,187.57839965800
Limpopo Basin,1981may,maximum,226.28173828100
Okavango Basin,1981may,maximum,9.83207607269
Cuvelai Basin,1981may,maximum,6.64253520966
Zambezi Basin,1981nov,maximum,203.57888793900
Limpopo Basin,1981nov,maximum,227.43617248500
Okavango Basin,1981nov,maximum,185.32711792000
Cuvelai Basin,1981nov,maximum,83.85185241700
Zambezi Basin,1981oct,maximum,128.84719848600
Limpopo Basin,1981oct,maximum,108.30961608900
Okavango Basin,1981oct,maximum,75.53051757810
Cuvelai Basin,1981oct,maximum,29.89503669740
Zambezi Basin,1981sep,maximum,62.64672088620
Limpopo Basin,1981sep,maximum,217.75903320300
Okavango Basin,1981sep,maximum,19.57550811770
Cuvelai Basin,1981sep,maximum,5.48142051697
Zambezi Basin,1982apr,maximum,670.74768066400
Limpopo Basin,1982apr,maximum,166.41207885700
Okavango Basin,1982apr,maximum,210.70349121100
Cuvelai Basin,1982apr,maximum,98.51349639890
Zambezi Basin,1982aug,maximum,63.60542678830
Limpopo Basin,1982aug,maximum,30.36440658570
Okavango Basin,1982aug,maximum,4.53202533722
Cuvelai Basin,1982aug,maximum,1.26259136200
Zambezi Basin,1982dec,maximum,417.74169921900
Limpopo Basin,1982dec,maximum,229.70976257300
Okavango Basin,1982dec,maximum,305.69268798800
Cuvelai Basin,1982dec,maximum,172.37973022500
Zambezi Basin,1982feb,maximum,565.63403320300
Limpopo Basin,1982feb,maximum,300.92544555700
Okavango Basin,1982feb,maximum,307.85961914100
Cuvelai Basin,1982feb,maximum,268.00048828100
Zambezi Basin,1982jan,maximum,531.14807128900
Limpopo Basin,1982jan,maximum,228.94441223100
Okavango Basin,1982jan,maximum,312.09765625000
Cuvelai Basin,1982jan,maximum,239.10067749000
Zambezi Basin,1982jul,maximum,95.13603210450
Limpopo Basin,1982jul,maximum,60.96775817870
Okavango Basin,1982jul,maximum,3.39917421341
Cuvelai Basin,1982jul,maximum,0.52363198996
Zambezi Basin,1982jun,maximum,60.15488815310
Limpopo Basin,1982jun,maximum,27.29233551030
Okavango Basin,1982jun,maximum,4.67897844315
Cuvelai Basin,1982jun,maximum,1.86998462677
Zambezi Basin,1982mar,maximum,468.87420654300
Limpopo Basin,1982mar,maximum,124.05919647200
Okavango Basin,1982mar,maximum,231.34494018600
Cuvelai Basin,1982mar,maximum,251.78083801300
Zambezi Basin,1982may,maximum,256.61694335900
Limpopo Basin,1982may,maximum,110.12660980200
Okavango Basin,1982may,maximum,8.68684196472
Cuvelai Basin,1982may,maximum,5.77905082703
Zambezi Basin,1982nov,maximum,447.41809082000
Limpopo Basin,1982nov,maximum,157.65646362300
Okavango Basin,1982nov,maximum,273.36206054700
Cuvelai Basin,1982nov,maximum,156.68365478500
Zambezi Basin,1982oct,maximum,237.39038085900
Limpopo Basin,1982oct,maximum,142.31230163600
Okavango Basin,1982oct,maximum,138.40296936000
Cuvelai Basin,1982oct,maximum,35.14131546020
Zambezi Basin,1982sep,maximum,53.49024581910
Limpopo Basin,1982sep,maximum,42.93082046510
Okavango Basin,1982sep,maximum,29.06632614140
Cuvelai Basin,1982sep,maximum,6.54099893570
Zambezi Basin,1983apr,maximum,642.97924804700
Limpopo Basin,1983apr,maximum,103.52568817100
Okavango Basin,1983apr,maximum,106.61191558800
Cuvelai Basin,1983apr,maximum,71.94214630130
Zambezi Basin,1983aug,maximum,52.71361160280
Limpopo Basin,1983aug,maximum,68.75863647460
Okavango Basin,1983aug,maximum,4.87699222565
Cuvelai Basin,1983aug,maximum,1.26259112358
Zambezi Basin,1983dec,maximum,558.69915771500
Limpopo Basin,1983dec,maximum,295.59817504900
Okavango Basin,1983dec,maximum,315.85992431600
Cuvelai Basin,1983dec,maximum,315.95111084000
Zambezi Basin,1983feb,maximum,400.18670654300
Limpopo Basin,1983feb,maximum,197.61000061000
Okavango Basin,1983feb,maximum,176.33705139200
Cuvelai Basin,1983feb,maximum,145.34936523400
Zambezi Basin,1983jan,maximum,456.09606933600
Limpopo Basin,1983jan,maximum,225.10241699200
Okavango Basin,1983jan,maximum,252.44796752900
Cuvelai Basin,1983jan,maximum,231.85873413100
Zambezi Basin,1983jul,maximum,94.11780548100
Limpopo Basin,1983jul,maximum,67.81856536870
Okavango Basin,1983jul,maximum,2.83551669121
Cuvelai Basin,1983jul,maximum,0.52257752419
Zambezi Basin,1983jun,maximum,41.05683517460
Limpopo Basin,1983jun,maximum,45.39044952390
Okavango Basin,1983jun,maximum,8.14025020599
Cuvelai Basin,1983jun,maximum,2.97429633141
Zambezi Basin,1983mar,maximum,723.90698242200
Limpopo Basin,1983mar,maximum,200.93487548800
Okavango Basin,1983mar,maximum,242.45716857900
Cuvelai Basin,1983mar,maximum,136.03775024400
Zambezi Basin,1983may,maximum,322.05343627900
Limpopo Basin,1983may,maximum,131.41717529300
Okavango Basin,1983may,maximum,20.51887512210
Cuvelai Basin,1983may,maximum,11.89026927950
Zambezi Basin,1983nov,maximum,286.47802734400
Limpopo Basin,1983nov,maximum,328.24371337900
Okavango Basin,1983nov,maximum,284.06689453100
Cuvelai Basin,1983nov,maximum,168.53607177700
Zambezi Basin,1983oct,maximum,152.26240539600
Limpopo Basin,1983oct,maximum,154.41322326700
Okavango Basin,1983oct,maximum,124.10970306400
Cuvelai Basin,1983oct,maximum,66.10543060300
Zambezi Basin,1983sep,maximum,42.86684417720
Limpopo Basin,1983sep,maximum,29.26004219060
Okavango Basin,1983sep,maximum,57.16054534910
Cuvelai Basin,1983sep,maximum,7.61098527908
Zambezi Basin,1984apr,maximum,387.57373046900
Limpopo Basin,1984apr,maximum,101.23184204100
Okavango Basin,1984apr,maximum,144.00534057600
Cuvelai Basin,1984apr,maximum,109.58814239500
Zambezi Basin,1984aug,maximum,44.73329925540
Limpopo Basin,1984aug,maximum,32.74295043950
Okavango Basin,1984aug,maximum,2.90888237953
Cuvelai Basin,1984aug,maximum,1.28045535088
Zambezi Basin,1984dec,maximum,726.62182617200
Limpopo Basin,1984dec,maximum,235.06736755400
Okavango Basin,1984dec,maximum,289.89556884800
Cuvelai Basin,1984dec,maximum,136.59373474100
Zambezi Basin,1984feb,maximum,462.25015258800
Limpopo Basin,1984feb,maximum,157.19850158700
Okavango Basin,1984feb,maximum,264.25970459000
Cuvelai Basin,1984feb,maximum,224.72175598100
Zambezi Basin,1984jan,maximum,567.49847412100
Limpopo Basin,1984jan,maximum,305.17065429700
Okavango Basin,1984jan,maximum,266.75042724600
Cuvelai Basin,1984jan,maximum,265.73614502000
Zambezi Basin,1984jul,maximum,48.88000869750
Limpopo Basin,1984jul,maximum,120.38949585000
Okavango Basin,1984jul,maximum,4.69025564194
Cuvelai Basin,1984jul,maximum,0.52661395073
Zambezi Basin,1984jun,maximum,77.33154296880
Limpopo Basin,1984jun,maximum,67.02659606930
Okavango Basin,1984jun,maximum,4.63100814819
Cuvelai Basin,1984jun,maximum,2.14068222046
Zambezi Basin,1984mar,maximum,573.77630615200
Limpopo Basin,1984mar,maximum,270.39825439500
Okavango Basin,1984mar,maximum,293.15893554700
Cuvelai Basin,1984mar,maximum,275.31542968800
Zambezi Basin,1984may,maximum,188.76913452100
Limpopo Basin,1984may,maximum,67.54654693600
Okavango Basin,1984may,maximum,14.20593261720
Cuvelai Basin,1984may,maximum,7.17000007629
Zambezi Basin,1984nov,maximum,303.95291137700
Limpopo Basin,1984nov,maximum,328.39114379900
Okavango Basin,1984nov,maximum,216.67396545400
Cuvelai Basin,1984nov,maximum,215.48077392600
Zambezi Basin,1984oct,maximum,155.98962402300
Limpopo Basin,1984oct,maximum,244.85052490200
Okavango Basin,1984oct,maximum,143.69122314500
Cuvelai Basin,1984oct,maximum,56.83914566040
Zambezi Basin,1984sep,maximum,39.99229812620
Limpopo Basin,1984sep,maximum,80.96080017090
Okavango Basin,1984sep,maximum,30.18848037720
Cuvelai Basin,1984sep,maximum,6.99713706970
Zambezi Basin,1985apr,maximum,644.90393066400
Limpopo Basin,1985apr,maximum,60.02035140990
Okavango Basin,1985apr,maximum,148.29129028300
Cuvelai Basin,1985apr,maximum,69.94706726070
Zambezi Basin,1985aug,maximum,66.15798187260
Limpopo Basin,1985aug,maximum,29.71957969670
Okavango Basin,1985aug,maximum,3.13581871986
Cuvelai Basin,1985aug,maximum,1.26408576965
Zambezi Basin,1985dec,maximum,572.03509521500
Limpopo Basin,1985dec,maximum,369.07879638700
Okavango Basin,1985dec,maximum,216.37240600600
Cuvelai Basin,1985dec,maximum,120.48116302500
Zambezi Basin,1985feb,maximum,655.98260498000
Limpopo Basin,1985feb,maximum,488.19161987300
Okavango Basin,1985feb,maximum,187.46279907200
Cuvelai Basin,1985feb,maximum,191.61766052200
Zambezi Basin,1985jan,maximum,911.66168212900
Limpopo Basin,1985jan,maximum,379.64492797900
Okavango Basin,1985jan,maximum,299.81417846700
Cuvelai Basin,1985jan,maximum,199.39703369100
Zambezi Basin,1985jul,maximum,44.90721130370
Limpopo Basin,1985jul,maximum,83.89758300780
Okavango Basin,1985jul,maximum,2.80109882355
Cuvelai Basin,1985jul,maximum,0.52257788181
Zambezi Basin,1985jun,maximum,48.10864257810
Limpopo Basin,1985jun,maximum,66.39538574220
Okavango Basin,1985jun,maximum,4.72674846649
Cuvelai Basin,1985jun,maximum,1.87781476974
Zambezi Basin,1985mar,maximum,585.95233154300
Limpopo Basin,1985mar,maximum,187.52134704600
Okavango Basin,1985mar,maximum,360.23892211900
Cuvelai Basin,1985mar,maximum,231.00599670400
Zambezi Basin,1985may,maximum,310.79943847700
Limpopo Basin,1985may,maximum,199.34524536100
Okavango Basin,1985may,maximum,31.18732643130
Cuvelai Basin,1985may,maximum,10.86911201480
Zambezi Basin,1985nov,maximum,456.72955322300
Limpopo Basin,1985nov,maximum,150.08030700700
Okavango Basin,1985nov,maximum,153.10729980500
Cuvelai Basin,1985nov,maximum,108.58512878400
Zambezi Basin,1985oct,maximum,224.09378051800
Limpopo Basin,1985oct,maximum,189.01988220200
Okavango Basin,1985oct,maximum,221.32791137700
Cuvelai Basin,1985oct,maximum,49.70792007450
