Basin,month,STAT,VALUE
Limpopo Basin,1996nov,maximum,224.06001281700
Okavango Basin,1996nov,maximum,169.02267456100
Cuvelai Basin,1996nov,maximum,67.47449493410
Zambezi Basin,1996oct,maximum,138.73280334500
Limpopo Basin,1996oct,maximum,184.46365356400
Okavango Basin,1996oct,maximum,130.27929687500
Cuvelai Basin,1996oct,maximum,30.44441604610
Zambezi Basin,1996sep,maximum,61.62960433960
Limpopo Basin,1996sep,maximum,31.20428848270
Okavango Basin,1996sep,maximum,40.76766586300
Cuvelai Basin,1996sep,maximum,6.38703012466
Zambezi Basin,1997apr,maximum,590.32836914100
Limpopo Basin,1997apr,maximum,77.53304290770
Okavango Basin,1997apr,maximum,64.27596282960
Cuvelai Basin,1997apr,maximum,24.10928344730
Zambezi Basin,1997aug,maximum,30.88598442080
Limpopo Basin,1997aug,maximum,19.66066741940
Okavango Basin,1997aug,maximum,5.14456176758
Cuvelai Basin,1997aug,maximum,1.46168947220
Zambezi Basin,1997dec,maximum,863.79711914100
Limpopo Basin,1997dec,maximum,236.98229980500
Okavango Basin,1997dec,maximum,365.90307617200
Cuvelai Basin,1997dec,maximum,216.09892272900
Zambezi Basin,1997feb,maximum,752.28863525400
Limpopo Basin,1997feb,maximum,349.14529418900
Okavango Basin,1997feb,maximum,294.96093750000
Cuvelai Basin,1997feb,maximum,258.71524047900
Zambezi Basin,1997jan,maximum,1186.04138184000
Limpopo Basin,1997jan,maximum,516.00573730500
Okavango Basin,1997jan,maximum,340.69454956100
Cuvelai Basin,1997jan,maximum,321.02392578100
Zambezi Basin,1997jul,maximum,87.84555053710
Limpopo Basin,1997jul,maximum,70.98310852050
Okavango Basin,1997jul,maximum,2.90746593475
Cuvelai Basin,1997jul,maximum,0.52700984478
Zambezi Basin,1997jun,maximum,25.72014617920
Limpopo Basin,1997jun,maximum,26.00137710570
Okavango Basin,1997jun,maximum,4.99028396606
Cuvelai Basin,1997jun,maximum,1.93743801117
Zambezi Basin,1997mar,maximum,343.45660400400
Limpopo Basin,1997mar,maximum,353.64489746100
Okavango Basin,1997mar,maximum,316.91168212900
Cuvelai Basin,1997mar,maximum,203.04402160600
Zambezi Basin,1997may,maximum,101.16681671100
Limpopo Basin,1997may,maximum,152.56121826200
Okavango Basin,1997may,maximum,18.02774429320
Cuvelai Basin,1997may,maximum,9.20032501221
Zambezi Basin,1997nov,maximum,395.28533935500
Limpopo Basin,1997nov,maximum,208.73567199700
Okavango Basin,1997nov,maximum,157.81254577600
Cuvelai Basin,1997nov,maximum,74.67594909670
Zambezi Basin,1997oct,maximum,159.45629882800
Limpopo Basin,1997oct,maximum,183.41699218800
Okavango Basin,1997oct,maximum,132.82856750500
Cuvelai Basin,1997oct,maximum,80.49892425540
Zambezi Basin,1997sep,maximum,48.20219421390
Limpopo Basin,1997sep,maximum,156.90202331500
Okavango Basin,1997sep,maximum,42.34481811520
Cuvelai Basin,1997sep,maximum,7.54921960831
Zambezi Basin,1998apr,maximum,843.47015380900
Limpopo Basin,1998apr,maximum,66.88043975830
Okavango Basin,1998apr,maximum,84.02554321290
Cuvelai Basin,1998apr,maximum,43.87925720210
Zambezi Basin,1998aug,maximum,86.04701995850
Limpopo Basin,1998aug,maximum,56.13945007320
Okavango Basin,1998aug,maximum,3.20692586899
Cuvelai Basin,1998aug,maximum,1.26637625694
Zambezi Basin,1998dec,maximum,507.14306640600
Limpopo Basin,1998dec,maximum,365.95510864300
Okavango Basin,1998dec,maximum,265.63827514600
Cuvelai Basin,1998dec,maximum,192.40109252900
Zambezi Basin,1998feb,maximum,565.09399414100
Limpopo Basin,1998feb,maximum,144.51129150400
Okavango Basin,1998feb,maximum,255.15032959000
Cuvelai Basin,1998feb,maximum,150.36883544900
Zambezi Basin,1998jan,maximum,62.56160736080
Limpopo Basin,1998jan,maximum,56.52632904050
Okavango Basin,1998jan,maximum,3.05780124664
Cuvelai Basin,1998jan,maximum,0.52700996399
Zambezi Basin,1998jul,maximum,62.56160736080
Limpopo Basin,1998jul,maximum,56.52632904050
Okavango Basin,1998jul,maximum,3.05780124664
Cuvelai Basin,1998jul,maximum,0.52700996399
Zambezi Basin,1998jun,maximum,41.86585235600
Limpopo Basin,1998jun,maximum,33.49082183840
Okavango Basin,1998jun,maximum,4.99577856064
Cuvelai Basin,1998jun,maximum,1.93754017353
Zambezi Basin,1998mar,maximum,553.53112793000
Limpopo Basin,1998mar,maximum,158.79211425800
Okavango Basin,1998mar,maximum,251.15728759800
Cuvelai Basin,1998mar,maximum,144.95809936500
Zambezi Basin,1998may,maximum,180.35745239300
Limpopo Basin,1998may,maximum,31.48893928530
Okavango Basin,1998may,maximum,9.15056324005
Cuvelai Basin,1998may,maximum,7.00185680389
Zambezi Basin,1998nov,maximum,268.11526489300
Limpopo Basin,1998nov,maximum,294.76129150400
Okavango Basin,1998nov,maximum,231.99736022900
Cuvelai Basin,1998nov,maximum,99.44982147220
Zambezi Basin,1998oct,maximum,128.17744445800
Limpopo Basin,1998oct,maximum,261.07302856400
Okavango Basin,1998oct,maximum,155.69905090300
Cuvelai Basin,1998oct,maximum,46.09711837770
Zambezi Basin,1998sep,maximum,59.54093933110
Limpopo Basin,1998sep,maximum,70.37216949460
Okavango Basin,1998sep,maximum,34.67222213750
Cuvelai Basin,1998sep,maximum,6.38703107834
Zambezi Basin,1999apr,maximum,817.91082763700
Limpopo Basin,1999apr,maximum,78.39797973630
Okavango Basin,1999apr,maximum,106.69793701200
Cuvelai Basin,1999apr,maximum,38.40845489500
Zambezi Basin,1999aug,maximum,52.76045989990
Limpopo Basin,1999aug,maximum,36.46596908570
Okavango Basin,1999aug,maximum,2.69466781616
Cuvelai Basin,1999aug,maximum,1.26511478424
Zambezi Basin,1999dec,maximum,443.16424560500
Limpopo Basin,1999dec,maximum,300.48309326200
Okavango Basin,1999dec,maximum,311.72866821300
Cuvelai Basin,1999dec,maximum,293.97277832000
Zambezi Basin,1999feb,maximum,537.14221191400
Limpopo Basin,1999feb,maximum,626.77661132800
Okavango Basin,1999feb,maximum,239.56835937500
Cuvelai Basin,1999feb,maximum,165.90417480500
Zambezi Basin,1999jan,maximum,824.55163574200
Limpopo Basin,1999jan,maximum,302.66802978500
Okavango Basin,1999jan,maximum,335.45190429700
Cuvelai Basin,1999jan,maximum,247.40362548800
Zambezi Basin,1999jul,maximum,74.43824768070
Limpopo Basin,1999jul,maximum,33.91311645510
Okavango Basin,1999jul,maximum,3.05780148506
Cuvelai Basin,1999jul,maximum,0.52699726820
Zambezi Basin,1999jun,maximum,49.64937210080
Limpopo Basin,1999jun,maximum,47.89978027340
Okavango Basin,1999jun,maximum,5.06531143188
Cuvelai Basin,1999jun,maximum,1.90338325500
Zambezi Basin,1999mar,maximum,735.29083252000
Limpopo Basin,1999mar,maximum,218.67971801800
Okavango Basin,1999mar,maximum,307.89001464800
Cuvelai Basin,1999mar,maximum,265.75402832000
Zambezi Basin,1999may,maximum,243.05682373000
Limpopo Basin,1999may,maximum,53.19817352290
Okavango Basin,1999may,maximum,20.25742721560
Cuvelai Basin,1999may,maximum,7.37742519379
Zambezi Basin,1999nov,maximum,198.04537963900
Limpopo Basin,1999nov,maximum,362.28051757800
Okavango Basin,1999nov,maximum,196.88871765100
Cuvelai Basin,1999nov,maximum,127.55033874500
Zambezi Basin,1999oct,maximum,139.11198425300
Limpopo Basin,1999oct,maximum,122.31141662600
Okavango Basin,1999oct,maximum,103.64036560100
Cuvelai Basin,1999oct,maximum,33.60321807860
Zambezi Basin,1999sep,maximum,46.62641906740
Limpopo Basin,1999sep,maximum,66.71557617190
Okavango Basin,1999sep,maximum,25.74752807620
Cuvelai Basin,1999sep,maximum,6.38703060150
Zambezi Basin,2000apr,maximum,343.71514892600
Limpopo Basin,2000apr,maximum,187.15023803700
Okavango Basin,2000apr,maximum,120.19400024400
Cuvelai Basin,2000apr,maximum,105.77135467500
Zambezi Basin,2000aug,maximum,38.88985824580
Limpopo Basin,2000aug,maximum,29.12691497800
Okavango Basin,2000aug,maximum,2.52177381516
Cuvelai Basin,2000aug,maximum,1.26637458801
Zambezi Basin,2000dec,maximum,571.36157226600
Limpopo Basin,2000dec,maximum,197.17654418900
Okavango Basin,2000dec,maximum,246.62490844700
Cuvelai Basin,2000dec,maximum,154.12599182100
Zambezi Basin,2000feb,maximum,731.22424316400
Limpopo Basin,2000feb,maximum,1431.30566406000
Okavango Basin,2000feb,maximum,394.77267456100
Cuvelai Basin,2000feb,maximum,183.94482421900
Zambezi Basin,2000jan,maximum,741.03381347700
Limpopo Basin,2000jan,maximum,835.41131591800
Okavango Basin,2000jan,maximum,368.44763183600
Cuvelai Basin,2000jan,maximum,241.25592041000
Zambezi Basin,2000jul,maximum,89.33976745610
Limpopo Basin,2000jul,maximum,83.36796569820
Okavango Basin,2000jul,maximum,2.99437522888
Cuvelai Basin,2000jul,maximum,0.52700996399
Zambezi Basin,2000jun,maximum,63.57432556150
Limpopo Basin,2000jun,maximum,111.39480590800
Okavango Basin,2000jun,maximum,5.00649356842
Cuvelai Basin,2000jun,maximum,1.90298485756
Zambezi Basin,2000mar,maximum,747.46826171900
Limpopo Basin,2000mar,maximum,465.52777099600
Okavango Basin,2000mar,maximum,284.46524047900
Cuvelai Basin,2000mar,maximum,211.85510253900
Zambezi Basin,2000may,maximum,193.88488769500
Limpopo Basin,2000may,maximum,183.95616149900
Okavango Basin,2000may,maximum,18.31153869630
Cuvelai Basin,2000may,maximum,5.34720802307
Zambezi Basin,2000nov,maximum,444.63073730500
Limpopo Basin,2000nov,maximum,249.86546325700
Okavango Basin,2000nov,maximum,169.52839660600
Cuvelai Basin,2000nov,maximum,38.77009582520
Zambezi Basin,2000oct,maximum,123.74267578100
Limpopo Basin,2000oct,maximum,189.29969787600
Okavango Basin,2000oct,maximum,146.64027404800
Cuvelai Basin,2000oct,maximum,57.93603897090
Zambezi Basin,2000sep,maximum,29.47055816650
Limpopo Basin,2000sep,maximum,98.99979400630
Okavango Basin,2000sep,maximum,27.51134872440
Cuvelai Basin,2000sep,maximum,3.96189594269
Zambezi Basin,2001apr,maximum,422.35958862300
Limpopo Basin,2001apr,maximum,119.47131347700
Okavango Basin,2001apr,maximum,198.73469543500
Cuvelai Basin,2001apr,maximum,201.37025451700
Zambezi Basin,2001aug,maximum,40.92507171630
Limpopo Basin,2001aug,maximum,32.50371551510
Okavango Basin,2001aug,maximum,4.87445497513
Cuvelai Basin,2001aug,maximum,1.26511383057
Zambezi Basin,2001dec,maximum,768.98504638700
Limpopo Basin,2001dec,maximum,355.79479980500
Okavango Basin,2001dec,maximum,267.73583984400
Cuvelai Basin,2001dec,maximum,92.17473602290
Zambezi Basin,2001feb,maximum,882.40179443400
Limpopo Basin,2001feb,maximum,407.94732666000
Okavango Basin,2001feb,maximum,357.15441894500
Cuvelai Basin,2001feb,maximum,252.65487670900
Zambezi Basin,2001jan,maximum,592.24365234400
Limpopo Basin,2001jan,maximum,123.30317688000
Okavango Basin,2001jan,maximum,228.34335327100
Cuvelai Basin,2001jan,maximum,149.32743835400
Zambezi Basin,2001jul,maximum,58.70700836180
Limpopo Basin,2001jul,maximum,70.31967163090
Okavango Basin,2001jul,maximum,3.01982665062
Cuvelai Basin,2001jul,maximum,0.52699720860
Zambezi Basin,2001jun,maximum,36.39149475100
Limpopo Basin,2001jun,maximum,31.42906951900
Okavango Basin,2001jun,maximum,10.40717315670
Cuvelai Basin,2001jun,maximum,2.00889921188
Zambezi Basin,2001mar,maximum,700.01348877000
Limpopo Basin,2001mar,maximum,348.71322631800
Okavango Basin,2001mar,maximum,273.02447509800
Cuvelai Basin,2001mar,maximum,197.23249816900
Zambezi Basin,2001may,maximum,180.91261291500
Limpopo Basin,2001may,maximum,50.67639160160
Okavango Basin,2001may,maximum,13.56900691990
Cuvelai Basin,2001may,maximum,11.10891151430
Zambezi Basin,2001nov,maximum,238.59552002000
Limpopo Basin,2001nov,maximum,353.24426269500
Okavango Basin,2001nov,maximum,249.87413024900
Cuvelai Basin,2001nov,maximum,103.60440063500
Zambezi Basin,2001oct,maximum,98.51390075680
Limpopo Basin,2001oct,maximum,167.68498230000
Okavango Basin,2001oct,maximum,100.14376831100
Cuvelai Basin,2001oct,maximum,22.36401367190
Zambezi Basin,2001sep,maximum,51.35156631470
Limpopo Basin,2001sep,maximum,32.64288330080
Okavango Basin,2001sep,maximum,39.87532043460
Cuvelai Basin,2001sep,maximum,4.59040164948
Zambezi Basin,2002apr,maximum,712.22332763700
Limpopo Basin,2002apr,maximum,116.22836303700
Okavango Basin,2002apr,maximum,112.15075683600
Cuvelai Basin,2002apr,maximum,36.03407287600
Zambezi Basin,2002aug,maximum,54.69999694820
Limpopo Basin,2002aug,maximum,42.03047561650
Okavango Basin,2002aug,maximum,8.49243259430
Cuvelai Basin,2002aug,maximum,1.26511526108
Zambezi Basin,2002dec,maximum,461.39492797900
Limpopo Basin,2002dec,maximum,348.40332031300
Okavango Basin,2002dec,maximum,246.39440918000
Cuvelai Basin,2002dec,maximum,110.04521179200
Zambezi Basin,2002feb,maximum,471.14916992200
Limpopo Basin,2002feb,maximum,162.17022705100
Okavango Basin,2002feb,maximum,236.71940612800
Cuvelai Basin,2002feb,maximum,168.49253845200
Zambezi Basin,2002jan,maximum,492.75854492200
Limpopo Basin,2002jan,maximum,199.51272583000
Okavango Basin,2002jan,maximum,306.99041748000
Cuvelai Basin,2002jan,maximum,188.82519531300
Zambezi Basin,2002jul,maximum,50.01249313350
Limpopo Basin,2002jul,maximum,77.68681335450
Okavango Basin,2002jul,maximum,3.43657064438
Cuvelai Basin,2002jul,maximum,0.69955551624
Zambezi Basin,2002jun,maximum,93.81868743900
Limpopo Basin,2002jun,maximum,123.77835083000
Okavango Basin,2002jun,maximum,6.67806625366
Cuvelai Basin,2002jun,maximum,1.90673470497
Zambezi Basin,2002mar,maximum,660.10815429700
Limpopo Basin,2002mar,maximum,99.09789276120
Okavango Basin,2002mar,maximum,277.68865966800
Cuvelai Basin,2002mar,maximum,231.88906860400
Zambezi Basin,2002may,maximum,227.67315673800
Limpopo Basin,2002may,maximum,36.62613296510
Okavango Basin,2002may,maximum,10.39251041410
Cuvelai Basin,2002may,maximum,5.30930900574
Zambezi Basin,2002nov,maximum,248.39154052700
Limpopo Basin,2002nov,maximum,124.09365844700
Okavango Basin,2002nov,maximum,230.51812744100
Cuvelai Basin,2002nov,maximum,128.08676147500
Zambezi Basin,2002oct,maximum,146.25329589800
Limpopo Basin,2002oct,maximum,136.17559814500
Okavango Basin,2002oct,maximum,131.03709411600
Cuvelai Basin,2002oct,maximum,60.41564178470
Zambezi Basin,2002sep,maximum,43.20177841190
Limpopo Basin,2002sep,maximum,80.13130950930
Okavango Basin,2002sep,maximum,32.76575088500
Cuvelai Basin,2002sep,maximum,3.96189594269
Zambezi Basin,2003apr,maximum,366.07568359400
Limpopo Basin,2003apr,maximum,96.87571716310
Okavango Basin,2003apr,maximum,176.87377929700
Cuvelai Basin,2003apr,maximum,115.35251617400
Zambezi Basin,2003aug,maximum,55.02269744870
Limpopo Basin,2003aug,maximum,17.65424537660
Okavango Basin,2003aug,maximum,4.50512027740
Cuvelai Basin,2003aug,maximum,2.35678768158
Zambezi Basin,2003dec,maximum,455.65603637700
Limpopo Basin,2003dec,maximum,237.56864929200
Okavango Basin,2003dec,maximum,377.14843750000
Cuvelai Basin,2003dec,maximum,228.61497497600
Zambezi Basin,2003feb,maximum,416.32348632800
Limpopo Basin,2003feb,maximum,218.33796691900
Okavango Basin,2003feb,maximum,237.12968444800
Cuvelai Basin,2003feb,maximum,173.24754333500
Zambezi Basin,2003jan,maximum,543.83227539100
Limpopo Basin,2003jan,maximum,175.18902587900
Okavango Basin,2003jan,maximum,297.42453002900
Cuvelai Basin,2003jan,maximum,214.12512207000
Zambezi Basin,2003jul,maximum,70.65129089360
Limpopo Basin,2003jul,maximum,96.64956665040
Okavango Basin,2003jul,maximum,2.64423155785
Cuvelai Basin,2003jul,maximum,0.52699732781
Zambezi Basin,2003jun,maximum,88.27413940430
Limpopo Basin,2003jun,maximum,146.99157714800
Okavango Basin,2003jun,maximum,5.22599697113
Cuvelai Basin,2003jun,maximum,1.92931616306
Zambezi Basin,2003mar,maximum,635.86755371100
Limpopo Basin,2003mar,maximum,304.45104980500
Okavango Basin,2003mar,maximum,184.35456848100
Cuvelai Basin,2003mar,maximum,112.06049346900
Zambezi Basin,2003may,maximum,295.30136108400
Limpopo Basin,2003may,maximum,76.01745605470
Okavango Basin,2003may,maximum,7.06340217590
Cuvelai Basin,2003may,maximum,6.26770830154
Zambezi Basin,2003nov,maximum,260.91720581100
Limpopo Basin,2003nov,maximum,153.14517211900
Okavango Basin,2003nov,maximum,187.26190185500
Cuvelai Basin,2003nov,maximum,153.68110656700
Zambezi Basin,2003oct,maximum,114.74721527100
Limpopo Basin,2003oct,maximum,155.72566223100
Okavango Basin,2003oct,maximum,114.77471923800
Cuvelai Basin,2003oct,maximum,42.39798736570
Zambezi Basin,2003sep,maximum,51.65383911130
Limpopo Basin,2003sep,maximum,81.48578643800
Okavango Basin,2003sep,maximum,39.65914154050
Cuvelai Basin,2003sep,maximum,6.00876903534
Zambezi Basin,2004apr,maximum,628.57141113300
Limpopo Basin,2004apr,maximum,124.63182067900
Okavango Basin,2004apr,maximum,137.82939147900
Cuvelai Basin,2004apr,maximum,89.12479400630
Zambezi Basin,2004aug,maximum,34.05845642090
Limpopo Basin,2004aug,maximum,43.94302368160
Okavango Basin,2004aug,maximum,6.34411287308
Cuvelai Basin,2004aug,maximum,1.37213683128
Zambezi Basin,2004dec,maximum,750.03399658200
Limpopo Basin,2004dec,maximum,240.88555908200
Okavango Basin,2004dec,maximum,307.39138793900
Cuvelai Basin,2004dec,maximum,111.56050109900
Zambezi Basin,2004feb,maximum,423.64596557600
Limpopo Basin,2004feb,maximum,508.07110595700
Okavango Basin,2004feb,maximum,186.18289184600
Cuvelai Basin,2004feb,maximum,124.04772949200
Zambezi Basin,2004jan,maximum,534.77319335900
Limpopo Basin,2004jan,maximum,360.55181884800
Okavango Basin,2004jan,maximum,306.75457763700
Cuvelai Basin,2004jan,maximum,266.19018554700
Zambezi Basin,2004jul,maximum,50.44436645510
Limpopo Basin,2004jul,maximum,129.37390136700
Okavango Basin,2004jul,maximum,2.79290676117
Cuvelai Basin,2004jul,maximum,0.52817344666
Zambezi Basin,2004jun,maximum,77.83135986330
Limpopo Basin,2004jun,maximum,57.75641632080
Okavango Basin,2004jun,maximum,7.34677648544
Cuvelai Basin,2004jun,maximum,2.02039265633
Zambezi Basin,2004mar,maximum,674.12921142600
Limpopo Basin,2004mar,maximum,329.58843994100
Okavango Basin,2004mar,maximum,253.86727905300
Cuvelai Basin,2004mar,maximum,135.95254516600
Zambezi Basin,2004may,maximum,136.05406189000
Limpopo Basin,2004may,maximum,41.86672210690
Okavango Basin,2004may,maximum,6.86777973175
Cuvelai Basin,2004may,maximum,6.22771739960
Zambezi Basin,2004nov,maximum,306.29464721700
Limpopo Basin,2004nov,maximum,162.87095642100
Okavango Basin,2004nov,maximum,228.77041626000
Cuvelai Basin,2004nov,maximum,141.04313659700
Zambezi Basin,2004oct,maximum,156.95419311500
Limpopo Basin,2004oct,maximum,87.50038146970
Okavango Basin,2004oct,maximum,111.03588867200
Cuvelai Basin,2004oct,maximum,51.62258911130
Zambezi Basin,2004sep,maximum,42.16332626340
Limpopo Basin,2004sep,maximum,47.58480834960
Okavango Basin,2004sep,maximum,40.80718612670
Cuvelai Basin,2004sep,maximum,7.19140863419
Zambezi Basin,2005apr,maximum,224.33737182600
Limpopo Basin,2005apr,maximum,122.02033233600
Okavango Basin,2005apr,maximum,101.07406616200
Cuvelai Basin,2005apr,maximum,54.50032043460
Zambezi Basin,2005aug,maximum,30.27831649780
Limpopo Basin,2005aug,maximum,29.90951156620
Okavango Basin,2005aug,maximum,3.97643709183
Cuvelai Basin,2005aug,maximum,1.26511478424
Zambezi Basin,2005dec,maximum,717.26300048800
Limpopo Basin,2005dec,maximum,252.94914245600
Okavango Basin,2005dec,maximum,305.58010864300
Cuvelai Basin,2005dec,maximum,110.07557678200
Zambezi Basin,2005feb,maximum,371.01934814500
Limpopo Basin,2005feb,maximum,154.74555969200
Okavango Basin,2005feb,maximum,213.07080078100
Cuvelai Basin,2005feb,maximum,193.30143737800
Zambezi Basin,2005jan,maximum,418.06976318400
Limpopo Basin,2005jan,maximum,241.12835693400
Okavango Basin,2005jan,maximum,311.17779541000
Cuvelai Basin,2005jan,maximum,226.91055297900
Zambezi Basin,2005jul,maximum,49.82803344730
Limpopo Basin,2005jul,maximum,94.20175170900
Okavango Basin,2005jul,maximum,2.63848400116
Cuvelai Basin,2005jul,maximum,0.52699732781
Zambezi Basin,2005jun,maximum,57.10750198360
Limpopo Basin,2005jun,maximum,33.45198822020
Okavango Basin,2005jun,maximum,5.01189184189
Cuvelai Basin,2005jun,maximum,2.00636148453
Zambezi Basin,2005mar,maximum,480.12750244100
Limpopo Basin,2005mar,maximum,157.50846862800
Okavango Basin,2005mar,maximum,280.69085693400
Cuvelai Basin,2005mar,maximum,193.93180847200
Zambezi Basin,2005may,maximum,120.79202270500
Limpopo Basin,2005may,maximum,57.62430953980
Okavango Basin,2005may,maximum,19.33277511600
Cuvelai Basin,2005may,maximum,5.83823680878
Zambezi Basin,2005nov,maximum,190.92247009300
Limpopo Basin,2005nov,maximum,210.89089965800
Okavango Basin,2005nov,maximum,211.55172729500
Cuvelai Basin,2005nov,maximum,77.25714111330
Zambezi Basin,2005oct,maximum,134.28965759300
Limpopo Basin,2005oct,maximum,69.97904968260
Okavango Basin,2005oct,maximum,142.97312927200
Cuvelai Basin,2005oct,maximum,43.65539932250
Zambezi Basin,2005sep,maximum,58.66001129150
Limpopo Basin,2005sep,maximum,41.67778396610
Okavango Basin,2005sep,maximum,22.34176635740
Cuvelai Basin,2005sep,maximum,3.76644849777
Zambezi Basin,2006apr,maximum,813.42938232400
Limpopo Basin,2006apr,maximum,93.34091186520
Okavango Basin,2006apr,maximum,157.38619995100
Cuvelai Basin,2006apr,maximum,112.94886779800
Zambezi Basin,2006aug,maximum,29.36197662350
Limpopo Basin,2006aug,maximum,29.56711578370
Okavango Basin,2006aug,maximum,3.85101366043
Cuvelai Basin,2006aug,maximum,1.26511526108
Zambezi Basin,2006dec,maximum,718.37072753900
Limpopo Basin,2006dec,maximum,346.82092285200
Okavango Basin,2006dec,maximum,255.60617065400
Cuvelai Basin,2006dec,maximum,177.70547485400
Zambezi Basin,2006feb,maximum,384.54473877000
Limpopo Basin,2006feb,maximum,407.80856323200
Okavango Basin,2006feb,maximum,296.10900878900
Cuvelai Basin,2006feb,maximum,220.81568908700
Zambezi Basin,2006jan,maximum,518.05517578100
Limpopo Basin,2006jan,maximum,412.66809082000
Okavango Basin,2006jan,maximum,333.87826538100
Cuvelai Basin,2006jan,maximum,346.72998046900
Zambezi Basin,2006jul,maximum,40.68420791630
Limpopo Basin,2006jul,maximum,39.82204437260
Okavango Basin,2006jul,maximum,2.64308476448
Cuvelai Basin,2006jul,maximum,0.52699720860
Zambezi Basin,2006jun,maximum,55.65340423580
Limpopo Basin,2006jun,maximum,76.82949829100
Okavango Basin,2006jun,maximum,5.15363597870
Cuvelai Basin,2006jun,maximum,2.00743627548
Zambezi Basin,2006mar,maximum,810.18054199200
Limpopo Basin,2006mar,maximum,346.79986572300
Okavango Basin,2006mar,maximum,262.99935913100
Cuvelai Basin,2006mar,maximum,247.08995056200
Zambezi Basin,2006may,maximum,352.72555542000
Limpopo Basin,2006may,maximum,121.77947235100
Okavango Basin,2006may,maximum,11.11448097230
Cuvelai Basin,2006may,maximum,5.63364505768
Zambezi Basin,2006nov,maximum,273.97589111300
Limpopo Basin,2006nov,maximum,227.23780822800
Okavango Basin,2006nov,maximum,273.96685791000
Cuvelai Basin,2006nov,maximum,201.50793457000
Zambezi Basin,2006oct,maximum,139.54309082000
Limpopo Basin,2006oct,maximum,117.78387451200
Okavango Basin,2006oct,maximum,236.21411132800
Cuvelai Basin,2006oct,maximum,107.54824829100
Zambezi Basin,2006sep,maximum,47.18020248410
Limpopo Basin,2006sep,maximum,46.67466735840
Okavango Basin,2006sep,maximum,31.30107498170
Cuvelai Basin,2006sep,maximum,9.55048274994
Zambezi Basin,2007apr,maximum,283.98730468800
Limpopo Basin,2007apr,maximum,232.75247192400
Okavango Basin,2007apr,maximum,79.45523834230
Cuvelai Basin,2007apr,maximum,37.04974365230
Zambezi Basin,2007aug,maximum,53.72776794430
Limpopo Basin,2007aug,maximum,26.43160247800
Okavango Basin,2007aug,maximum,2.70649456978
Cuvelai Basin,2007aug,maximum,1.26511430740
Zambezi Basin,2007dec,maximum,964.00842285200
Limpopo Basin,2007dec,maximum,399.08935546900
Okavango Basin,2007dec,maximum,293.11831665000
Cuvelai Basin,2007dec,maximum,89.46720886230
Zambezi Basin,2007feb,maximum,485.89959716800
Limpopo Basin,2007feb,maximum,190.35417175300
Okavango Basin,2007feb,maximum,228.22052002000
Cuvelai Basin,2007feb,maximum,127.13824462900
Zambezi Basin,2007jan,maximum,660.61419677700
Limpopo Basin,2007jan,maximum,159.49438476600
Okavango Basin,2007jan,maximum,268.65826416000
Cuvelai Basin,2007jan,maximum,202.80107116700
Zambezi Basin,2007jul,maximum,74.44577026370
Limpopo Basin,2007jul,maximum,67.00854492190
Okavango Basin,2007jul,maximum,2.82011651993
Cuvelai Basin,2007jul,maximum,0.52699732781
Zambezi Basin,2007jun,maximum,59.97680664060
Limpopo Basin,2007jun,maximum,58.40964508060
Okavango Basin,2007jun,maximum,9.78649520874
Cuvelai Basin,2007jun,maximum,2.00889921188
Zambezi Basin,2007mar,maximum,422.01062011700
Limpopo Basin,2007mar,maximum,149.34594726600
Okavango Basin,2007mar,maximum,235.29525756800
Cuvelai Basin,2007mar,maximum,188.20472717300
Zambezi Basin,2007may,maximum,342.60491943400
Limpopo Basin,2007may,maximum,23.50045204160
Okavango Basin,2007may,maximum,7.25474548340
Cuvelai Basin,2007may,maximum,5.38844394684
Zambezi Basin,2007nov,maximum,298.68875122100
Limpopo Basin,2007nov,maximum,240.32934570300
Okavango Basin,2007nov,maximum,222.41741943400
Cuvelai Basin,2007nov,maximum,119.68327331500
Zambezi Basin,2007oct,maximum,154.22731018100
Limpopo Basin,2007oct,maximum,212.80410766600
Okavango Basin,2007oct,maximum,133.38360595700
Cuvelai Basin,2007oct,maximum,26.83561325070
Zambezi Basin,2007sep,maximum,42.71894836430
Limpopo Basin,2007sep,maximum,59.19970321660
Okavango Basin,2007sep,maximum,32.28591156010
Cuvelai Basin,2007sep,maximum,3.96189641953
Zambezi Basin,2008apr,maximum,439.05715942400
Limpopo Basin,2008apr,maximum,83.86789703370
Okavango Basin,2008apr,maximum,135.98701477100
Cuvelai Basin,2008apr,maximum,28.03892135620
Zambezi Basin,2008aug,maximum,36.25691986080
Limpopo Basin,2008aug,maximum,27.98051834110
Okavango Basin,2008aug,maximum,2.52078652382
Cuvelai Basin,2008aug,maximum,1.26511430740
Zambezi Basin,2008dec,maximum,774.07647705100
Limpopo Basin,2008dec,maximum,348.84161377000
Okavango Basin,2008dec,maximum,239.66757202100
Cuvelai Basin,2008dec,maximum,196.52239990200
Zambezi Basin,2008feb,maximum,409.29064941400
Limpopo Basin,2008feb,maximum,160.33158874500
Okavango Basin,2008feb,maximum,334.44293212900
Cuvelai Basin,2008feb,maximum,329.43243408200
Zambezi Basin,2008jan,maximum,1236.67663574000
Limpopo Basin,2008jan,maximum,308.98059082000
Okavango Basin,2008jan,maximum,484.34484863300
Cuvelai Basin,2008jan,maximum,341.05419921900
Zambezi Basin,2008jul,maximum,44.33646392820
Limpopo Basin,2008jul,maximum,43.74662017820
